Date,Open,Close,High,Low,Volume
2020/04/02,364.08,370.08,370.99,360.06,4592477
2020/04/03,367.47,361.76,370.9,357.51,4860768
2020/04/06,365.22,379.96,380.29,361.71,8183921
2020/04/07,380,372.28,381.33,369.34,7046438
2020/04/08,374.01,371.12,378.39,368.31,6908879
2020/04/09,371.06,370.72,372.1,363.03,7711296
2020/04/13,371.31,396.72,400.51,367.7,11692922
2020/04/14,397.5,413.55,417.82,394.85,11580983
2020/04/15,413,426.75,434.98,412.25,13561222
2020/04/16,437,439.17,449.52,431.61,16128666
2020/04/17,431,422.96,432,414.7,12616258
2020/04/20,435.17,437.49,444.49,430.56,12655818
2020/04/21,444.77,433.83,447,425.6,23177550
2020/04/22,429.73,421.42,433,413,21123773
2020/04/23,419.26,426.7,438.41,419.26,13952330
2020/04/24,425,424.99,427.17,415.88,8670362
2020/04/27,425,421.38,429,420.84,6277480
2020/04/28,419.99,403.83,421,402.91,10101233
2020/04/29,399.53,411.89,415.86,393.6,9693137
2020/04/30,410.31,419.85,424.44,408,7953975
2020/05/01,415.1,415.27,427.97,411.73,8299858
2020/05/04,417.78,428.15,428.54,414.87,7799058
2020/05/05,427.56,424.68,431,421.56,6286293
2020/05/06,429.3,434.26,439.77,426.39,6660737
2020/05/07,436.89,436.53,438.88,430.66,5650281
2020/05/08,434.14,435.55,442,433.64,5054308
2020/05/11,436.33,440.52,444.89,435.56,5486037
2020/05/12,442,431.82,444.17,431.36,4598211
2020/05/13,435.69,438.27,447,427.27,7014563
2020/05/14,444.9,441.95,452.38,432.82,9007467
2020/05/15,440.7,454.19,455,437.51,7243998
2020/05/18,451.16,452.58,456.36,443.35,7780309
2020/05/19,453.4,451.04,458.97,450.47,4810487
2020/05/20,454.25,447.67,455.81,444,5607257
2020/05/21,448.56,436.25,448.96,430.25,9117325
2020/05/22,437,429.32,439.09,427.18,5422334
2020/05/26,427.77,414.77,428.5,413.14,7881115
2020/05/27,410.38,419.89,420.02,397.86,10446339
2020/05/28,417.24,413.44,422.37,411.5,5660160
2020/05/29,417.46,419.73,420.3,411.85,5270484
2020/06/01,418.83,425.92,426.72,415.98,3748573
2020/06/02,425.87,427.31,427.59,419.46,3494801
2020/06/03,426.95,421.97,427.1,418.05,4316044
2020/06/04,422.39,414.33,428.71,410.03,5410529
2020/06/05,407.29,419.6,420.24,404.25,5099561
2020/06/08,416,419.49,420.8,406.5,5851453
2020/06/09,421.65,434.05,434.73,420.31,6796999
2020/06/10,436,434.48,439.69,430.55,4896893
2020/06/11,428.2,425.56,445.57,424.16,7462868
2020/06/12,429,418.07,434.06,412.45,6461127
2020/06/15,421.4,425.5,426.49,415.42,4471499
2020/06/16,425.76,436.13,437.96,425.18,5514016
2020/06/17,441.82,447.77,450.46,439.22,6529568
2020/06/18,448.73,449.87,452.76,442.8,4277627
2020/06/19,449.12,453.72,453.97,445.6,5933651
2020/06/22,455.01,468.04,468.59,454.21,6272105
2020/06/23,466.5,466.26,474.01,464.5,5948436
2020/06/24,468.54,457.85,472.36,454,4826191
2020/06/25,458.86,465.91,467.01,454,4134513
2020/06/26,466.39,443.4,468.03,442.24,6804726
2020/06/29,445.23,447.24,447.67,432.14,4843978
2020/06/30,450.02,455.04,457.59,447,4198545
2020/07/01,454,485.64,488.23,454,9705870
2020/07/02,485.64,476.89,492.28,475.53,6351485
2020/07/06,480.77,493.81,499.5,479.8,7838990
2020/07/07,497.31,493.16,504.82,490.83,5669870
2020/07/08,498.58,502.78,505.1,493.81,5691682
2020/07/09,508.4,507.76,510,495.78,5840541
2020/07/10,519.73,548.73,555.88,511.28,21605587
2020/07/13,567.98,525.5,575.37,520.96,18399020
2020/07/14,517.08,524.88,525.5,490.49,15083300
2020/07/15,516.3,523.26,529,510.18,10066652
2020/07/16,526.48,527.39,535.54,504.36,24498994
2020/07/17,494.87,492.99,503.59,484.14,24991352
2020/07/20,489.14,502.41,504.5,484.2,11940306
2020/07/21,506,490.1,506.22,488.61,9127218
2020/07/22,492.19,489.82,497.2,487.2,6954078
2020/07/23,491.13,477.58,491.9,472.02,7722034
2020/07/24,468.77,480.45,487.17,467.54,7746247
2020/07/27,484.51,495.65,496.92,482.31,7863069
2020/07/28,496.02,488.51,497.79,487.76,5986727
2020/07/29,492.25,484.48,494.92,484.13,6611769
2020/07/30,480.71,485.8,488.35,477.51,6608569
2020/07/31,488.29,488.88,494.8,484.5,5924310
2020/08/03,490.86,498.62,503.09,490.23,5876190
2020/08/04,498.65,509.64,510.44,498.65,5607968
2020/08/05,508.68,502.11,510.1,501.2,4313526
2020/08/06,504.11,509.08,510.82,498.7,3725861
2020/08/07,505.45,494.73,508.29,486.68,5910348
2020/08/10,493.35,483.38,497.46,478.63,4691185
2020/08/11,479.75,466.93,480.92,466.55,7329226
2020/08/12,471.34,475.47,482.49,470.18,5441243
2020/08/13,478.4,481.33,484.45,476.45,3008933
2020/08/14,482.82,482.68,488.33,480.21,2943487
2020/08/17,484.19,482.35,486.24,479.1,2423545
2020/08/18,484.35,491.87,495.3,482.8,3505518
2020/08/19,493.93,484.53,494.5,483.5,3156218
2020/08/20,484.69,497.9,498.94,483.89,5132480
2020/08/21,496.46,492.31,498.13,490,3921293
2020/08/24,495.44,488.81,501,483.16,4762183
2020/08/25,488.19,490.58,492.47,485.09,5727721
2020/08/26,492.5,547.53,549.04,492.08,20373681
2020/08/27,537.78,526.27,541,521.25,9062912
2020/08/28,532,523.89,539,522,4417517
2020/08/31,521.16,529.56,531.99,517.58,4941409
2020/09/01,532.6,556.55,557.39,532.45,9581907
2020/09/02,553.78,552.84,556.5,537.37,5886930
2020/09/03,545,525.75,554,521.32,9071089
2020/09/04,520.18,516.05,527.36,485.98,8270118
2020/09/08,498.4,507.02,522,495,5572684
2020/09/09,519.21,500.19,520,492.57,6848127
2020/09/10,503.35,480.67,506.29,478.84,6240181
2020/09/11,486.49,482.03,493.73,476.81,5035200
2020/09/14,480.62,476.26,488.99,471.3,7359126
2020/09/15,484,495.99,497.47,481.63,5336992
2020/09/16,499.99,483.86,504.66,483.31,4401412
2020/09/17,475.16,470.2,478.4,463.27,5379301
2020/09/18,472.51,469.96,479.4,458.6,6717711
2020/09/21,467.69,487.35,487.78,466.32,5457539
2020/09/22,489.01,491.17,491.82,479.26,3482324
2020/09/23,491.04,470.61,491.04,469,3726423
2020/09/24,470.53,473.08,477,467.82,3727201
2020/09/25,474.39,482.88,484.87,468.03,3769436
2020/09/28,489.11,490.65,492,477.88,4773497
2020/09/29,489.5,493.48,496.29,486.53,3543193
2020/09/30,492.57,500.03,504.63,489.27,4634111
2020/10/01,506.03,527.51,529.55,503.6,8153710
2020/10/02,516.43,503.06,526.37,502.7,6071165
2020/10/05,506.8,520.65,520.99,501.7,4088069
2020/10/06,518.72,505.87,521.82,504.16,4199034
2020/10/07,518,534.66,536.49,515.82,7988683
2020/10/08,533.48,531.79,535,524.15,5386488
2020/10/09,537.83,539.44,544.28,535,4781259
2020/10/12,548.81,539.81,551.81,538.24,5391074
2020/10/13,540.56,554.09,557.65,537.2,5602498
2020/10/14,562.61,541.45,572.49,541,9510081
2020/10/15,545.52,541.94,551.22,535.1,5113126
2020/10/16,549.5,530.79,554.33,530.03,6347363
2020/10/19,537.07,530.72,541.8,525.38,7567506
2020/10/20,528.14,525.42,533.78,522.26,10047175
2020/10/21,501.03,489.05,506.85,488.25,17405708
2020/10/22,494.69,485.23,495.14,482,6997922
2020/10/23,488.11,488.28,490.06,481.35,4927862
2020/10/26,487.03,488.24,496.82,478.9,6186087
2020/10/27,490.01,488.93,490.49,482.93,3627175
2020/10/28,486.36,486.24,494,483.28,5992731
2020/10/29,488.5,504.21,513.9,479.34,11120689
2020/10/30,502.01,475.74,505.88,472.21,7813897
2020/11/02,478.87,484.12,486.3,475,4408193
2020/11/03,484.93,487.22,495.31,478.76,3690213
2020/11/04,495.36,496.95,507.73,493.98,5137330
2020/11/05,506.56,513.76,518.73,503.45,5372781
2020/11/06,515,514.73,515.21,502.51,4236349
2020/11/09,485.54,470.5,495.85,467.26,10419676
2020/11/10,470.95,480.24,484.6,463.41,8306142
2020/11/11,483,490.76,491.68,478.26,5460532
2020/11/12,491,486.77,496.52,480.43,5071155
2020/11/13,486.77,482.84,488.94,477.8,3006510
2020/11/16,480,479.1,485.58,477.3,3953563
2020/11/17,480.12,480.63,487.51,478.85,3698082
